"","X","did_purchase","recommendation","polar_norm","Real_Review"
"89",1317,TRUE,TRUE,NA,"Real Recommand"
"90",1318,TRUE,TRUE,2,"Real Recommand"
"91",1320,TRUE,TRUE,NA,"Real Recommand"
"92",1322,TRUE,TRUE,NA,"Real Recommand"
"93",1341,TRUE,TRUE,5,"Real Recommand"
"94",1343,TRUE,TRUE,1.6,"Real Recommand"
"95",1344,TRUE,TRUE,3,"Real Recommand"
"96",1345,TRUE,TRUE,NA,"Real Recommand"
"97",1346,TRUE,TRUE,2,"Real Recommand"
"98",1367,TRUE,TRUE,1.9,"Real Recommand"
"99",1371,TRUE,TRUE,2.666666667,"Real Recommand"
"100",1375,TRUE,TRUE,4,"Real Recommand"
"101",1395,TRUE,TRUE,3,"Real Recommand"
"102",1398,TRUE,TRUE,NA,"Real Recommand"
"103",1401,TRUE,TRUE,NA,"Real Recommand"
"104",1402,TRUE,TRUE,3,"Real Recommand"
"105",1457,TRUE,TRUE,3,"Real Recommand"
"106",1458,TRUE,TRUE,1.714285714,"Real Recommand"
"107",1459,TRUE,TRUE,5,"Real Recommand"
"108",1460,TRUE,TRUE,5,"Real Recommand"
"109",1461,TRUE,TRUE,NA,"Real Recommand"
"110",1462,TRUE,TRUE,5,"Real Recommand"
"111",1464,TRUE,TRUE,NA,"Real Recommand"
"112",1492,TRUE,TRUE,2.5,"Real Recommand"
"113",1502,TRUE,TRUE,2.75,"Real Recommand"
"114",1504,TRUE,TRUE,1,"Real Recommand"
"115",1505,TRUE,TRUE,NA,"Real Recommand"
"116",1506,TRUE,TRUE,NA,"Real Recommand"
"117",1507,TRUE,TRUE,2,"Real Recommand"
"118",1509,TRUE,TRUE,3,"Real Recommand"
"119",1510,TRUE,TRUE,3.5,"Real Recommand"
"120",1511,TRUE,TRUE,1,"Real Recommand"
"121",1516,TRUE,TRUE,NA,"Real Recommand"
"122",1517,TRUE,TRUE,8,"Real Recommand"
"123",1518,TRUE,TRUE,4.5,"Real Recommand"
"124",1521,TRUE,TRUE,4,"Real Recommand"
"125",1522,TRUE,TRUE,11,"Real Recommand"
"126",1523,TRUE,TRUE,2,"Real Recommand"
"127",1524,TRUE,TRUE,3.5,"Real Recommand"
"128",1526,TRUE,TRUE,4,"Real Recommand"
"129",1529,TRUE,TRUE,2.666666667,"Real Recommand"
"130",1530,TRUE,TRUE,2,"Real Recommand"
"131",1533,TRUE,TRUE,3,"Real Recommand"
"132",1535,TRUE,TRUE,0.666666667,"Real Recommand"
"133",1539,TRUE,TRUE,6,"Real Recommand"
"134",1541,TRUE,TRUE,0.5,"Real Recommand"
"135",1543,TRUE,TRUE,1.666666667,"Real Recommand"
"136",1544,TRUE,TRUE,0.5,"Real Recommand"
"137",1545,TRUE,TRUE,2,"Real Recommand"
"138",1546,TRUE,TRUE,NA,"Real Recommand"
"139",1547,TRUE,TRUE,1.5,"Real Recommand"
"140",1552,TRUE,TRUE,NA,"Real Recommand"
"141",1553,TRUE,TRUE,NA,"Real Recommand"
"142",1554,TRUE,TRUE,3,"Real Recommand"
"143",1555,TRUE,TRUE,1,"Real Recommand"
"144",1556,TRUE,TRUE,NA,"Real Recommand"
"145",1647,TRUE,TRUE,NA,"Real Recommand"
"146",1648,TRUE,TRUE,4,"Real Recommand"
"147",1649,TRUE,TRUE,NA,"Real Recommand"
"148",1651,TRUE,TRUE,3,"Real Recommand"
"149",1749,TRUE,TRUE,NA,"Real Recommand"
"150",1750,TRUE,TRUE,1.75,"Real Recommand"
"151",1958,TRUE,TRUE,3,"Real Recommand"
"152",2587,TRUE,TRUE,NA,"Real Recommand"
"153",2588,TRUE,TRUE,NA,"Real Recommand"
"154",2589,TRUE,TRUE,3,"Real Recommand"
"155",2594,TRUE,TRUE,13,"Real Recommand"
"156",2599,TRUE,TRUE,3,"Real Recommand"
"157",2600,TRUE,TRUE,NA,"Real Recommand"
"158",2601,TRUE,TRUE,3,"Real Recommand"
"159",2689,TRUE,TRUE,2,"Real Recommand"
"160",2690,TRUE,TRUE,1,"Real Recommand"
"161",2691,TRUE,TRUE,NA,"Real Recommand"
"162",2861,TRUE,TRUE,NA,"Real Recommand"
"163",2863,TRUE,TRUE,NA,"Real Recommand"
"164",2864,TRUE,TRUE,NA,"Real Recommand"
"165",2865,TRUE,TRUE,1,"Real Recommand"
"166",2866,TRUE,TRUE,NA,"Real Recommand"
"167",3301,TRUE,TRUE,NA,"Real Recommand"
"168",3302,TRUE,TRUE,4,"Real Recommand"
"169",3304,TRUE,TRUE,1.6,"Real Recommand"
"170",3306,TRUE,TRUE,3,"Real Recommand"
"171",3308,TRUE,TRUE,NA,"Real Recommand"
"172",3309,TRUE,TRUE,2,"Real Recommand"
"173",3451,TRUE,TRUE,1.285714286,"Real Recommand"
"174",3455,TRUE,TRUE,4.666666667,"Real Recommand"
"175",3512,TRUE,TRUE,NA,"Real Recommand"
"176",3513,TRUE,TRUE,NA,"Real Recommand"
"177",3517,TRUE,TRUE,5,"Real Recommand"
"178",3518,TRUE,TRUE,4.5,"Real Recommand"
"179",3519,TRUE,TRUE,9,"Real Recommand"
"180",3521,TRUE,TRUE,NA,"Real Recommand"
"181",3524,TRUE,TRUE,8,"Real Recommand"
"182",3528,TRUE,TRUE,NA,"Real Recommand"
"183",3531,TRUE,TRUE,1.666666667,"Real Recommand"
"184",3532,TRUE,TRUE,5.5,"Real Recommand"
"185",3533,TRUE,TRUE,1,"Real Recommand"
"186",3535,TRUE,TRUE,NA,"Real Recommand"
"187",3542,TRUE,TRUE,5,"Real Recommand"
"188",3543,TRUE,TRUE,1,"Real Recommand"
"189",3544,TRUE,TRUE,0,"Real Recommand"
"190",3545,TRUE,TRUE,1,"Real Recommand"
"191",3546,TRUE,TRUE,1,"Real Recommand"
"192",3547,TRUE,TRUE,1,"Real Recommand"
"193",3548,TRUE,TRUE,5,"Real Recommand"
"194",3549,TRUE,TRUE,NA,"Real Recommand"
"195",3550,TRUE,TRUE,NA,"Real Recommand"
"196",3551,TRUE,TRUE,NA,"Real Recommand"
"197",3552,TRUE,TRUE,NA,"Real Recommand"
"198",3630,TRUE,TRUE,NA,"Real Recommand"
"199",3631,TRUE,TRUE,NA,"Real Recommand"
"200",3632,TRUE,TRUE,NA,"Real Recommand"
"201",3633,TRUE,TRUE,2,"Real Recommand"
"202",3646,TRUE,TRUE,2.5,"Real Recommand"
"203",3647,TRUE,TRUE,1,"Real Recommand"
"204",3648,TRUE,TRUE,6.5,"Real Recommand"
"205",3652,TRUE,TRUE,2,"Real Recommand"
"206",3653,TRUE,TRUE,3,"Real Recommand"
"207",3655,TRUE,TRUE,1.636363636,"Real Recommand"
"208",3657,TRUE,TRUE,1.428571429,"Real Recommand"
"209",3666,TRUE,TRUE,2,"Real Recommand"
"210",3684,TRUE,TRUE,NA,"Real Recommand"
"211",3694,TRUE,TRUE,4,"Real Recommand"
"212",3696,TRUE,TRUE,2,"Real Recommand"
"213",3697,TRUE,TRUE,1.25,"Real Recommand"
"214",3705,TRUE,TRUE,2.666666667,"Real Recommand"
"215",3709,TRUE,TRUE,2,"Real Recommand"
"216",3712,TRUE,TRUE,NA,"Real Recommand"
"217",3724,TRUE,TRUE,NA,"Real Recommand"
"218",3725,TRUE,TRUE,NA,"Real Recommand"
"219",3726,TRUE,TRUE,NA,"Real Recommand"
"220",3727,TRUE,TRUE,NA,"Real Recommand"
"221",3728,TRUE,TRUE,2.5,"Real Recommand"
"222",3739,TRUE,TRUE,12,"Real Recommand"
"223",3745,TRUE,TRUE,1,"Real Recommand"
"224",3746,TRUE,TRUE,3,"Real Recommand"
"225",3751,TRUE,TRUE,NA,"Real Recommand"
"226",3754,TRUE,TRUE,1.333333333,"Real Recommand"
"227",3759,TRUE,TRUE,2,"Real Recommand"
"228",3761,TRUE,TRUE,4,"Real Recommand"
"229",3771,TRUE,TRUE,1.4,"Real Recommand"
"230",3773,TRUE,TRUE,3,"Real Recommand"
"231",3775,TRUE,TRUE,2,"Real Recommand"
"232",3776,TRUE,TRUE,NA,"Real Recommand"
"233",3777,TRUE,TRUE,2,"Real Recommand"
"234",3778,TRUE,TRUE,NA,"Real Recommand"
"235",3779,TRUE,TRUE,1.083333333,"Real Recommand"
"236",3780,TRUE,TRUE,1.2,"Real Recommand"
"237",3792,TRUE,TRUE,NA,"Real Recommand"
"238",3796,TRUE,TRUE,0,"Real Recommand"
"239",3797,TRUE,TRUE,NA,"Real Recommand"
"240",3798,TRUE,TRUE,NA,"Real Recommand"
"241",3799,TRUE,TRUE,NA,"Real Recommand"
"242",3800,TRUE,TRUE,3,"Real Recommand"
"243",3801,TRUE,TRUE,1,"Real Recommand"
"244",3802,TRUE,TRUE,1,"Real Recommand"
"245",3803,TRUE,TRUE,NA,"Real Recommand"
"246",3804,TRUE,TRUE,2,"Real Recommand"
"247",3805,TRUE,TRUE,1,"Real Recommand"
"248",3808,TRUE,TRUE,1,"Real Recommand"
"249",3809,TRUE,TRUE,NA,"Real Recommand"
"250",3810,TRUE,TRUE,NA,"Real Recommand"
"251",4274,TRUE,TRUE,3,"Real Recommand"
"252",4276,TRUE,TRUE,1.4,"Real Recommand"
"253",4280,TRUE,TRUE,1.545454545,"Real Recommand"
"254",4283,TRUE,TRUE,1.444444444,"Real Recommand"
"255",4289,TRUE,TRUE,3,"Real Recommand"
"256",4293,TRUE,TRUE,2.384615385,"Real Recommand"
"257",4347,TRUE,TRUE,1.666666667,"Real Recommand"
"258",4370,TRUE,TRUE,2.333333333,"Real Recommand"
"259",4372,TRUE,TRUE,3,"Real Recommand"
"260",4373,TRUE,TRUE,NA,"Real Recommand"
"261",4391,TRUE,TRUE,2.333333333,"Real Recommand"
"262",4415,TRUE,TRUE,2.833333333,"Real Recommand"
"263",4421,TRUE,TRUE,1.9,"Real Recommand"
"264",4422,TRUE,TRUE,2,"Real Recommand"
"265",4426,TRUE,TRUE,2.1875,"Real Recommand"
"266",4430,TRUE,TRUE,3,"Real Recommand"
"267",4437,TRUE,TRUE,NA,"Real Recommand"
"268",4439,TRUE,TRUE,2.714285714,"Real Recommand"
"269",4446,TRUE,TRUE,2.727272727,"Real Recommand"
"270",4608,TRUE,TRUE,1,"Real Recommand"
"271",4609,TRUE,TRUE,2.25,"Real Recommand"
"272",4858,TRUE,TRUE,4,"Real Recommand"
"273",5469,TRUE,TRUE,1,"Real Recommand"
"274",5470,TRUE,TRUE,NA,"Real Recommand"
"275",5472,TRUE,TRUE,NA,"Real Recommand"
"276",5473,TRUE,TRUE,NA,"Real Recommand"
"277",5474,TRUE,TRUE,NA,"Real Recommand"
"278",5475,TRUE,TRUE,2.333333333,"Real Recommand"
"279",5476,TRUE,TRUE,NA,"Real Recommand"
"280",5477,TRUE,TRUE,NA,"Real Recommand"
"281",5489,TRUE,TRUE,NA,"Real Recommand"
"282",5492,TRUE,TRUE,NA,"Real Recommand"
"283",5498,TRUE,TRUE,NA,"Real Recommand"
"284",5499,TRUE,TRUE,1,"Real Recommand"
"285",5500,TRUE,TRUE,NA,"Real Recommand"
"286",5501,TRUE,TRUE,NA,"Real Recommand"
"287",5502,TRUE,TRUE,NA,"Real Recommand"
"288",5503,TRUE,TRUE,4,"Real Recommand"
"289",5504,TRUE,TRUE,1,"Real Recommand"
"290",5505,TRUE,TRUE,NA,"Real Recommand"
"291",5506,TRUE,TRUE,NA,"Real Recommand"
"292",5507,TRUE,TRUE,NA,"Real Recommand"
"293",5508,TRUE,TRUE,4,"Real Recommand"
"294",5509,TRUE,TRUE,2.2,"Real Recommand"
"295",5512,TRUE,TRUE,2,"Real Recommand"
"296",5514,TRUE,TRUE,2,"Real Recommand"
"297",5516,TRUE,TRUE,1.6,"Real Recommand"
"298",5558,TRUE,TRUE,2,"Real Recommand"
"299",5561,TRUE,TRUE,1.5,"Real Recommand"
"300",5656,TRUE,TRUE,NA,"Real Recommand"
"301",5657,TRUE,TRUE,NA,"Real Recommand"
"302",5658,TRUE,TRUE,NA,"Real Recommand"
"303",5660,TRUE,TRUE,1,"Real Recommand"
"304",5661,TRUE,TRUE,1.333333333,"Real Recommand"
"305",5662,TRUE,TRUE,1.5,"Real Recommand"
"306",5663,TRUE,TRUE,1,"Real Recommand"
"307",5666,TRUE,TRUE,NA,"Real Recommand"
"308",5667,TRUE,TRUE,NA,"Real Recommand"
"309",5668,TRUE,TRUE,0,"Real Recommand"
"310",5669,TRUE,TRUE,1,"Real Recommand"
"311",5670,TRUE,TRUE,1.4,"Real Recommand"
"312",5671,TRUE,TRUE,NA,"Real Recommand"
"313",5672,TRUE,TRUE,4,"Real Recommand"
"314",5673,TRUE,TRUE,2,"Real Recommand"
"315",5680,TRUE,TRUE,0.5,"Real Recommand"
"316",5681,TRUE,TRUE,4,"Real Recommand"
"317",5682,TRUE,TRUE,1.333333333,"Real Recommand"
"318",5684,TRUE,TRUE,NA,"Real Recommand"
"319",5687,TRUE,TRUE,NA,"Real Recommand"
"320",5689,TRUE,TRUE,1.5,"Real Recommand"
"321",5894,TRUE,TRUE,5,"Real Recommand"
"322",5895,TRUE,TRUE,2,"Real Recommand"
"323",5897,TRUE,TRUE,NA,"Real Recommand"
"324",5898,TRUE,TRUE,NA,"Real Recommand"
"325",5899,TRUE,TRUE,NA,"Real Recommand"
"326",5900,TRUE,TRUE,NA,"Real Recommand"
"327",6309,TRUE,TRUE,NA,"Real Recommand"
"328",6311,TRUE,TRUE,NA,"Real Recommand"
"329",6312,TRUE,TRUE,NA,"Real Recommand"
"330",6313,TRUE,TRUE,NA,"Real Recommand"
"331",6316,TRUE,TRUE,NA,"Real Recommand"
"332",6317,TRUE,TRUE,NA,"Real Recommand"
"333",6318,TRUE,TRUE,NA,"Real Recommand"
"334",6322,TRUE,TRUE,NA,"Real Recommand"
"335",6323,TRUE,TRUE,NA,"Real Recommand"
"336",6324,TRUE,TRUE,0.5,"Real Recommand"
"337",6327,TRUE,TRUE,1,"Real Recommand"
"338",6328,TRUE,TRUE,NA,"Real Recommand"
"339",6329,TRUE,TRUE,1,"Real Recommand"
"340",6330,TRUE,TRUE,NA,"Real Recommand"
"341",6331,TRUE,TRUE,NA,"Real Recommand"
"342",6332,TRUE,TRUE,6,"Real Recommand"
"343",6333,TRUE,TRUE,1,"Real Recommand"
"344",6334,TRUE,TRUE,2,"Real Recommand"
"345",6335,TRUE,TRUE,4,"Real Recommand"
"346",6338,TRUE,TRUE,4,"Real Recommand"
"347",6339,TRUE,TRUE,NA,"Real Recommand"
"348",6342,TRUE,TRUE,NA,"Real Recommand"
"349",6343,TRUE,TRUE,1,"Real Recommand"
"350",6344,TRUE,TRUE,1.5,"Real Recommand"
"351",6345,TRUE,TRUE,NA,"Real Recommand"
"352",6346,TRUE,TRUE,NA,"Real Recommand"
"353",6347,TRUE,TRUE,NA,"Real Recommand"
"354",6354,TRUE,TRUE,NA,"Real Recommand"
"355",6356,TRUE,TRUE,6,"Real Recommand"
"356",6358,TRUE,TRUE,0,"Real Recommand"
"357",6359,TRUE,TRUE,NA,"Real Recommand"
"358",6362,TRUE,TRUE,NA,"Real Recommand"
"359",6363,TRUE,TRUE,NA,"Real Recommand"
"360",6364,TRUE,TRUE,10,"Real Recommand"
"361",6365,TRUE,TRUE,NA,"Real Recommand"
"362",6389,TRUE,TRUE,NA,"Real Recommand"
"363",6391,TRUE,TRUE,3,"Real Recommand"
"364",6393,TRUE,TRUE,NA,"Real Recommand"
"365",6396,TRUE,TRUE,NA,"Real Recommand"
"366",6397,TRUE,TRUE,2,"Real Recommand"
"367",6398,TRUE,TRUE,NA,"Real Recommand"
"368",6399,TRUE,TRUE,5,"Real Recommand"
"369",6400,TRUE,TRUE,1,"Real Recommand"
"370",6401,TRUE,TRUE,NA,"Real Recommand"
"371",6403,TRUE,TRUE,NA,"Real Recommand"
"372",6410,TRUE,TRUE,2.5,"Real Recommand"
"373",6411,TRUE,TRUE,NA,"Real Recommand"
"374",6415,TRUE,TRUE,0,"Real Recommand"
"375",6416,TRUE,TRUE,NA,"Real Recommand"
"376",6417,TRUE,TRUE,NA,"Real Recommand"
"377",6419,TRUE,TRUE,NA,"Real Recommand"
"378",6424,TRUE,TRUE,NA,"Real Recommand"
"379",6425,TRUE,TRUE,NA,"Real Recommand"
"380",6426,TRUE,TRUE,NA,"Real Recommand"
"381",6427,TRUE,TRUE,NA,"Real Recommand"
"382",6429,TRUE,TRUE,NA,"Real Recommand"
"383",6430,TRUE,TRUE,2,"Real Recommand"
"384",6431,TRUE,TRUE,NA,"Real Recommand"
"385",6432,TRUE,TRUE,NA,"Real Recommand"
"386",6433,TRUE,TRUE,NA,"Real Recommand"
"387",6434,TRUE,TRUE,NA,"Real Recommand"
"388",6435,TRUE,TRUE,NA,"Real Recommand"
"389",6436,TRUE,TRUE,1,"Real Recommand"
"390",6437,TRUE,TRUE,NA,"Real Recommand"
"391",6438,TRUE,TRUE,NA,"Real Recommand"
"392",6443,TRUE,TRUE,3.5,"Real Recommand"
"393",6448,TRUE,TRUE,NA,"Real Recommand"
"394",6450,TRUE,TRUE,NA,"Real Recommand"
"395",6451,TRUE,TRUE,NA,"Real Recommand"
"396",6452,TRUE,TRUE,3,"Real Recommand"
"397",6453,TRUE,TRUE,NA,"Real Recommand"
"398",6459,TRUE,TRUE,2,"Real Recommand"
"399",6469,TRUE,TRUE,NA,"Real Recommand"
"400",6473,TRUE,TRUE,NA,"Real Recommand"
"401",6474,TRUE,TRUE,NA,"Real Recommand"
"402",6476,TRUE,TRUE,1.4,"Real Recommand"
"403",6477,TRUE,TRUE,1,"Real Recommand"
"404",6479,TRUE,TRUE,NA,"Real Recommand"
"405",6480,TRUE,TRUE,NA,"Real Recommand"
"406",6481,TRUE,TRUE,1,"Real Recommand"
"407",6482,TRUE,TRUE,3.5,"Real Recommand"
"408",6494,TRUE,TRUE,2.5,"Real Recommand"
"409",6500,TRUE,TRUE,1.5,"Real Recommand"
"410",6501,TRUE,TRUE,NA,"Real Recommand"
"411",6506,TRUE,TRUE,2,"Real Recommand"
"412",6507,TRUE,TRUE,NA,"Real Recommand"
"413",6508,TRUE,TRUE,NA,"Real Recommand"
"414",6509,TRUE,TRUE,NA,"Real Recommand"
"415",6510,TRUE,TRUE,2,"Real Recommand"
"416",6511,TRUE,TRUE,NA,"Real Recommand"
"417",6512,TRUE,TRUE,0.5,"Real Recommand"
"418",6515,TRUE,TRUE,NA,"Real Recommand"
"419",6520,TRUE,TRUE,NA,"Real Recommand"
"420",6528,TRUE,TRUE,NA,"Real Recommand"
"421",6529,TRUE,TRUE,1.666666667,"Real Recommand"
"422",6530,TRUE,TRUE,NA,"Real Recommand"
"423",6531,TRUE,TRUE,NA,"Real Recommand"
"424",6532,TRUE,TRUE,1,"Real Recommand"
"425",6533,TRUE,TRUE,NA,"Real Recommand"
"426",6534,TRUE,TRUE,4,"Real Recommand"
"427",6535,TRUE,TRUE,NA,"Real Recommand"
"428",6536,TRUE,TRUE,4,"Real Recommand"
"429",6537,TRUE,TRUE,NA,"Real Recommand"
"430",6538,TRUE,TRUE,NA,"Real Recommand"
"431",6540,TRUE,TRUE,NA,"Real Recommand"
"432",6541,TRUE,TRUE,2,"Real Recommand"
"433",6542,TRUE,TRUE,NA,"Real Recommand"
"434",6543,TRUE,TRUE,2,"Real Recommand"
"435",6544,TRUE,TRUE,NA,"Real Recommand"
"436",6549,TRUE,TRUE,3,"Real Recommand"
"437",6550,TRUE,TRUE,4,"Real Recommand"
"438",6551,TRUE,TRUE,1,"Real Recommand"
"439",6553,TRUE,TRUE,NA,"Real Recommand"
"440",6554,TRUE,TRUE,5,"Real Recommand"
"441",6555,TRUE,TRUE,2,"Real Recommand"
"442",6556,TRUE,TRUE,NA,"Real Recommand"
"443",6557,TRUE,TRUE,NA,"Real Recommand"
"444",6558,TRUE,TRUE,1,"Real Recommand"
"445",6559,TRUE,TRUE,2,"Real Recommand"
"446",6560,TRUE,TRUE,1.5,"Real Recommand"
"447",10961,TRUE,TRUE,NA,"Real Recommand"
"448",10966,TRUE,TRUE,2,"Real Recommand"
"449",10968,TRUE,TRUE,4,"Real Recommand"
"450",15508,TRUE,TRUE,3,"Real Recommand"
"451",15566,TRUE,TRUE,NA,"Real Recommand"
"452",15572,TRUE,TRUE,1.4,"Real Recommand"
"453",15579,TRUE,TRUE,NA,"Real Recommand"
"454",15581,TRUE,TRUE,3,"Real Recommand"
"455",15585,TRUE,TRUE,NA,"Real Recommand"
"456",15586,TRUE,TRUE,1.5,"Real Recommand"
"457",15593,TRUE,TRUE,10,"Real Recommand"
"458",15594,TRUE,TRUE,NA,"Real Recommand"
"459",15596,TRUE,TRUE,2.5,"Real Recommand"
"460",15597,TRUE,TRUE,NA,"Real Recommand"
"461",15598,TRUE,TRUE,2,"Real Recommand"
"462",15599,TRUE,TRUE,NA,"Real Recommand"
"463",15600,TRUE,TRUE,NA,"Real Recommand"
"464",15601,TRUE,TRUE,NA,"Real Recommand"
"465",15602,TRUE,TRUE,NA,"Real Recommand"
"466",15603,TRUE,TRUE,NA,"Real Recommand"
"467",15604,TRUE,TRUE,NA,"Real Recommand"
"468",15605,TRUE,TRUE,NA,"Real Recommand"
"469",15606,TRUE,TRUE,NA,"Real Recommand"
"470",15607,TRUE,TRUE,NA,"Real Recommand"
"471",15608,TRUE,TRUE,1,"Real Recommand"
"472",15609,TRUE,TRUE,3.5,"Real Recommand"
"473",15612,TRUE,TRUE,NA,"Real Recommand"
"474",15613,TRUE,TRUE,1.333333333,"Real Recommand"
"475",15614,TRUE,TRUE,1,"Real Recommand"
"476",15615,TRUE,TRUE,NA,"Real Recommand"
"477",15616,TRUE,TRUE,1,"Real Recommand"
"478",15617,TRUE,TRUE,NA,"Real Recommand"
"479",15618,TRUE,TRUE,NA,"Real Recommand"
"480",15619,TRUE,TRUE,NA,"Real Recommand"
"481",15620,TRUE,TRUE,NA,"Real Recommand"
"482",15621,TRUE,TRUE,0,"Real Recommand"
"483",15622,TRUE,TRUE,5,"Real Recommand"
"484",15623,TRUE,TRUE,NA,"Real Recommand"
"485",15624,TRUE,TRUE,5,"Real Recommand"
"486",15625,TRUE,TRUE,3,"Real Recommand"
"487",15626,TRUE,TRUE,NA,"Real Recommand"
"488",15627,TRUE,TRUE,NA,"Real Recommand"
"489",15628,TRUE,TRUE,2,"Real Recommand"
"490",15629,TRUE,TRUE,2.5,"Real Recommand"
"491",15630,TRUE,TRUE,NA,"Real Recommand"
"492",15632,TRUE,TRUE,2,"Real Recommand"
"493",15633,TRUE,TRUE,1,"Real Recommand"
"494",15636,TRUE,TRUE,NA,"Real Recommand"
"495",15638,TRUE,TRUE,1,"Real Recommand"
"496",15640,TRUE,TRUE,0,"Real Recommand"
"497",15641,TRUE,TRUE,NA,"Real Recommand"
"498",15642,TRUE,TRUE,NA,"Real Recommand"
"499",15645,TRUE,TRUE,NA,"Real Recommand"
"500",15646,TRUE,TRUE,4,"Real Recommand"
